"journal","author_number","count","Discipline","percent"
"Aust J Physiother","3",72,"Physical and Rehabilitation Medicine",16.4
"Aust J Physiother","4",49,"Physical and Rehabilitation Medicine",11.1
"Aust J Physiother","5+",56,"Physical and Rehabilitation Medicine",12.7
"Aust J Prim Health","1",40,"Primary Health Care",10.3
"Aust J Prim Health","2",61,"Primary Health Care",15.8
"Aust J Prim Health","3",97,"Primary Health Care",25.1
"Aust J Prim Health","4",72,"Primary Health Care",18.6
"Aust J Prim Health","5+",117,"Primary Health Care",30.2
"Aust J Rural Health","1",224,"Medicine",23
"Aust J Rural Health","2",206,"Medicine",21.2
"Aust J Rural Health","3",208,"Medicine",21.4
"Aust J Rural Health","4",136,"Medicine",14
"Aust J Rural Health","5+",199,"Medicine",20.5
"Aust N Z J Obstet Gynaecol","1",275,"Obstetrics",14.7
"Aust N Z J Obstet Gynaecol","2",269,"Obstetrics",14.4
"Aust N Z J Obstet Gynaecol","3",401,"Obstetrics",21.5
"Aust N Z J Obstet Gynaecol","4",347,"Obstetrics",18.6
"Aust N Z J Obstet Gynaecol","5+",576,"Obstetrics",30.8
"Aust N Z J Psychiatry","1",637,"Psychiatry",23.6
"Aust N Z J Psychiatry","2",497,"Psychiatry",18.4
"Aust N Z J Psychiatry","3",501,"Psychiatry",18.6
"Aust N Z J Psychiatry","4",342,"Psychiatry",12.7
"Aust N Z J Psychiatry","5+",721,"Psychiatry",26.7
"Aust N Z J Public Health","1",224,"Public Health",12.7
"Aust N Z J Public Health","2",308,"Public Health",17.5
"Aust N Z J Public Health","3",331,"Public Health",18.8
"Aust N Z J Public Health","4",357,"Public Health",20.2
"Aust N Z J Public Health","5+",543,"Public Health",30.8
"Aust New Zealand Health Policy","1",21,"Unclassified",17.5
"Aust New Zealand Health Policy","2",29,"Unclassified",24.2
"Aust New Zealand Health Policy","3",35,"Unclassified",29.2
"Aust New Zealand Health Policy","4",18,"Unclassified",15
"Aust New Zealand Health Policy","5+",17,"Unclassified",14.2
"Aust Nurs","1",1053,"Nursing",82.9
"Aust Nurs","2",102,"Nursing",8
"Aust Nurs","3",66,"Nursing",5.2
"Aust Nurs","4",20,"Nursing",1.6
"Aust Nurs","5+",29,"Nursing",2.3
"Aust Nurs Midwifery","1",370,"Midwifery",66.7
"Aust Nurs Midwifery","2",77,"Midwifery",13.9
"Aust Nurs Midwifery","3",59,"Midwifery",10.6
"Aust Nurs Midwifery","4",28,"Midwifery",5
"Aust Nurs Midwifery","5+",21,"Midwifery",3.8
"Aust Occup Ther","1",96,"Physical and Rehabilitation Medicine",16.3
"Aust Occup Ther","2",183,"Physical and Rehabilitation Medicine",31
"Aust Occup Ther","3",138,"Physical and Rehabilitation Medicine",23.4
"Aust Occup Ther","4",91,"Physical and Rehabilitation Medicine",15.4
"Aust Occup Ther","5+",82,"Physical and Rehabilitation Medicine",13.9
"Aust Orthod","1",74,"Orthodontics",20.5
"Aust Orthod","2",61,"Orthodontics",16.9
"Aust Orthod","3",80,"Orthodontics",22.2
"Aust Orthod","4",77,"Orthodontics",21.3
"Aust Orthod","5+",69,"Orthodontics",19.1
"Aust Vet J","1",575,"Veterinary Medicine",85.3
"Aust Vet J","2",27,"Veterinary Medicine",4
"Aust Vet J","3",26,"Veterinary Medicine",3.9
"Aust Vet J","4",19,"Veterinary Medicine",2.8
"Aust Vet J","5+",27,"Veterinary Medicine",4
"Australas Emerg Nurs","1",13,"Nursing",10.7
"Australas Emerg Nurs","2",15,"Nursing",12.3
"Australas Emerg Nurs","3",35,"Nursing",28.7
"Australas Emerg Nurs","4",29,"Nursing",23.8
"Australas Emerg Nurs","5+",30,"Nursing",24.6
"Australas J Ageing","1",81,"Geriatrics",17.3
"Australas J Ageing","2",71,"Geriatrics",15.2
"Australas J Ageing","3",100,"Geriatrics",21.4
"Australas J Ageing","4",84,"Geriatrics",18
"Australas J Ageing","5+",131,"Geriatrics",28.1
"Australas J Dermatol","1",87,"Dermatology",7.4
"Australas J Dermatol","2",306,"Dermatology",26.1
"Australas J Dermatol","3",304,"Dermatology",25.9
"Australas J Dermatol","4",199,"Dermatology",17
"Australas J Dermatol","5+",277,"Dermatology",23.6
"Australas Med","1",62,"Medicine",15.4
"Australas Med","2",61,"Medicine",15.2
"Australas Med","3",82,"Medicine",20.4
"Australas Med","4",92,"Medicine",22.9
"Australas Med","5+",105,"Medicine",26.1
"Australas Phys Eng Sci Med","1",67,"Medicine",19.8
"Australas Phys Eng Sci Med","2",45,"Medicine",13.3
"Australas Phys Eng Sci Med","3",59,"Medicine",17.5
"Australas Phys Eng Sci Med","4",63,"Medicine",18.6
"Australas Phys Eng Sci Med","5+",104,"Medicine",30.8
"Australas Psychiatry","1",505,"Psychiatry",34.7
"Australas Psychiatry","2",327,"Psychiatry",22.5
"Australas Psychiatry","3",246,"Psychiatry",16.9
"Australas Psychiatry","4",147,"Psychiatry",10.1
"Australas Psychiatry","5+",229,"Psychiatry",15.7
"Australas Radiol","1",18,"Radiology",7.9
"Australas Radiol","2",52,"Radiology",22.7
"Australas Radiol","3",50,"Radiology",21.8
"Australas Radiol","4",48,"Radiology",21
"Australas Radiol","5+",61,"Radiology",26.6
"Autism","1",80,"Unclassified",10.8
"Autism","2",160,"Unclassified",21.7
"Autism","3",160,"Unclassified",21.7
"Autism","4",121,"Unclassified",16.4
"Autism","5+",217,"Unclassified",29.4
"Autism Res","1",26,"Psychiatry",5.7
"Autism Res","2",42,"Psychiatry",9.2
"Autism Res","3",74,"Psychiatry",16.2
"Autism Res","4",73,"Psychiatry",15.9
"Autism Res","5+",243,"Psychiatry",53.1
"Autism Res Treat","1",5,"Unclassified",4.9
"Autism Res Treat","2",13,"Unclassified",12.7
"Autism Res Treat","3",28,"Unclassified",27.5
"Autism Res Treat","4",17,"Unclassified",16.7
"Autism Res Treat","5+",39,"Unclassified",38.2
"Autoimmun Rev","1",168,"Allergy and Immunology",10.4
"Autoimmun Rev","2",342,"Allergy and Immunology",21.2
"Autoimmun Rev","3",278,"Allergy and Immunology",17.2
"Autoimmun Rev","4",209,"Allergy and Immunology",12.9
"Autoimmun Rev","5+",620,"Allergy and Immunology",38.3
"Autoimmune Dis","1",15,"Medicine",7.8
"Autoimmune Dis","2",33,"Medicine",17.1
"Autoimmune Dis","3",35,"Medicine",18.1
"Autoimmune Dis","4",28,"Medicine",14.5
"Autoimmune Dis","5+",82,"Medicine",42.5
"Autoimmunity","1",87,"Allergy and Immunology",8.5
"Autoimmunity","2",140,"Allergy and Immunology",13.6
"Autoimmunity","3",132,"Allergy and Immunology",12.9
"Autoimmunity","4",123,"Allergy and Immunology",12
"Autoimmunity","5+",544,"Allergy and Immunology",53
"Auton Neurosci","1",115,"Neurology",8.4
"Auton Neurosci","2",215,"Neurology",15.8
"Auton Neurosci","3",220,"Neurology",16.1
"Auton Neurosci","4",217,"Neurology",15.9
"Auton Neurosci","5+",597,"Neurology",43.8
"Autophagy","1",126,"Cell Biology",5.6
"Autophagy","2",548,"Cell Biology",24.2
"Autophagy","3",365,"Cell Biology",16.1
"Autophagy","4",264,"Cell Biology",11.6
"Autophagy","5+",964,"Cell Biology",42.5
"Avian Dis","1",47,"Veterinary Medicine",3.4
"Avian Dis","2",139,"Veterinary Medicine",10.2
"Avian Dis","3",214,"Veterinary Medicine",15.7
"Avian Dis","4",228,"Veterinary Medicine",16.7
"Avian Dis","5+",739,"Veterinary Medicine",54.1
"Avian Pathol","1",25,"Medicine",3.4
"Avian Pathol","2",54,"Medicine",7.4
"Avian Pathol","3",96,"Medicine",13.2
"Avian Pathol","4",117,"Medicine",16
"Avian Pathol","5+",438,"Medicine",60
"Aviat Space Environ Med","1",566,"Medicine",23.5
"Aviat Space Environ Med","2",365,"Medicine",15.2
"Aviat Space Environ Med","3",410,"Medicine",17
"Aviat Space Environ Med","4",341,"Medicine",14.2
"Aviat Space Environ Med","5+",727,"Medicine",30.2
"Avicenna J Med","1",14,"Medicine",11.3
"Avicenna J Med","2",21,"Medicine",16.9
"Avicenna J Med","3",25,"Medicine",20.2
"Avicenna J Med","4",18,"Medicine",14.5
"Avicenna J Med","5+",46,"Medicine",37.1
"Avicenna J Med Biotechnol","1",34,"Biotechnology",14.8
"Avicenna J Med Biotechnol","2",23,"Biotechnology",10
"Avicenna J Med Biotechnol","3",29,"Biotechnology",12.6
"Avicenna J Med Biotechnol","4",36,"Biotechnology",15.7
"Avicenna J Med Biotechnol","5+",108,"Biotechnology",47
"Avicenna J Phytomed","1",7,"Unclassified",3.1
"Avicenna J Phytomed","2",27,"Unclassified",11.8
"Avicenna J Phytomed","3",51,"Unclassified",22.4
"Avicenna J Phytomed","4",53,"Unclassified",23.2
"Avicenna J Phytomed","5+",90,"Unclassified",39.5
"AWHONN Lifelines","1",255,"Unclassified",78
"AWHONN Lifelines","2",48,"Unclassified",14.7
"AWHONN Lifelines","3",7,"Unclassified",2.1
"AWHONN Lifelines","4",4,"Unclassified",1.2
"AWHONN Lifelines","5+",13,"Unclassified",4
"Ayu","1",31,"Unclassified",6.5
"Ayu","2",106,"Unclassified",22.2
"Ayu","3",150,"Unclassified",31.4
"Ayu","4",117,"Unclassified",24.5
"Ayu","5+",73,"Unclassified",15.3
"Bacteriol Virusol Parazitol Epidemiol","1",40,"Epidemiology",24.5
"Bacteriol Virusol Parazitol Epidemiol","2",19,"Epidemiology",11.7
"Bacteriol Virusol Parazitol Epidemiol","3",14,"Epidemiology",8.6
"Bacteriol Virusol Parazitol Epidemiol","4",22,"Epidemiology",13.5
"Bacteriol Virusol Parazitol Epidemiol","5+",68,"Epidemiology",41.7
"Balkan Med","1",20,"Medicine",5
"Balkan Med","2",39,"Medicine",9.7
"Balkan Med","3",44,"Medicine",10.9
"Balkan Med","4",71,"Medicine",17.7
"Balkan Med","5+",228,"Medicine",56.7
"Basic Clin Neurosci","1",8,"Neurology",5.8
"Basic Clin Neurosci","2",17,"Neurology",12.2
"Basic Clin Neurosci","3",19,"Neurology",13.7
"Basic Clin Neurosci","4",23,"Neurology",16.5
"Basic Clin Neurosci","5+",72,"Neurology",51.8
"Basic Clin Pharmacol Toxicol","1",104,"Pharmacology",5.9
"Basic Clin Pharmacol Toxicol","2",171,"Pharmacology",9.7
"Basic Clin Pharmacol Toxicol","3",218,"Pharmacology",12.4
"Basic Clin Pharmacol Toxicol","4",276,"Pharmacology",15.7
"Basic Clin Pharmacol Toxicol","5+",989,"Pharmacology",56.3
"Basic Res Cardiol","1",37,"Cardiology",3.9
"Basic Res Cardiol","2",61,"Cardiology",6.4
"Basic Res Cardiol","3",77,"Cardiology",8.1
"Basic Res Cardiol","4",92,"Cardiology",9.6
"Basic Res Cardiol","5+",687,"Cardiology",72
"Beginnings","1",463,"Nursing",89.9
"Beginnings","2",43,"Nursing",8.3
"Beginnings","3",7,"Nursing",1.4
"Beginnings","4",1,"Nursing",0.2
"Beginnings","5+",1,"Nursing",0.2
"Behav Anal","1",146,"Psychology",59.8
"Behav Anal","2",54,"Psychology",22.1
"Behav Anal","3",25,"Psychology",10.2
"Behav Anal","4",11,"Psychology",4.5
"Behav Anal","5+",8,"Psychology",3.3
"Behav Anal Pract","1",28,"Psychology",27.2
"Behav Anal Pract","2",27,"Psychology",26.2
"Behav Anal Pract","3",22,"Psychology",21.4
"Behav Anal Pract","4",12,"Psychology",11.7
"Behav Anal Pract","5+",14,"Psychology",13.6
"Behav Brain Funct","1",23,"Brain",4
"Behav Brain Funct","2",63,"Brain",11
"Behav Brain Funct","3",83,"Brain",14.4
"Behav Brain Funct","4",84,"Brain",14.6
"Behav Brain Funct","5+",322,"Brain",56
"Behav Brain Res","1",181,"Brain",2.8
"Behav Brain Res","2",924,"Brain",14.4
"Behav Brain Res","3",1225,"Brain",19.1
"Behav Brain Res","4",1119,"Brain",17.5
"Behav Brain Res","5+",2950,"Brain",46.1
"Behav Brain Sci","1",496,"Behavioral Sciences",40.5
"Behav Brain Sci","2",454,"Behavioral Sciences",37
"Behav Brain Sci","3",183,"Behavioral Sciences",14.9
"Behav Brain Sci","4",60,"Behavioral Sciences",4.9
"Behav Brain Sci","5+",33,"Behavioral Sciences",2.7
"Behav Cogn Psychother","1",14,"Psychology",3.5
"Behav Cogn Psychother","2",70,"Psychology",17.3
"Behav Cogn Psychother","3",108,"Psychology",26.7
"Behav Cogn Psychother","4",82,"Psychology",20.2
"Behav Cogn Psychother","5+",131,"Psychology",32.3
"Behav Genet","1",67,"Genetics",7.9
"Behav Genet","2",123,"Genetics",14.5
"Behav Genet","3",108,"Genetics",12.7
"Behav Genet","4",133,"Genetics",15.6
"Behav Genet","5+",420,"Genetics",49.4
"Behav Healthc","1",780,"Health Services",80.2
"Behav Healthc","2",126,"Health Services",12.9
"Behav Healthc","3",47,"Health Services",4.8
"Behav Healthc","4",11,"Health Services",1.1
"Behav Healthc","5+",9,"Health Services",0.9
"Behav Healthc Tomorrow","1",150,"Health Services",86.7
"Behav Healthc Tomorrow","2",19,"Health Services",11
"Behav Healthc Tomorrow","3",3,"Health Services",1.7
"Behav Healthc Tomorrow","4",1,"Health Services",0.6
"Behav Healthc Tomorrow","5+",0,"Health Services",0
"Behav Med","1",17,"Medicine",6.5
"Behav Med","2",54,"Medicine",20.7
"Behav Med","3",44,"Medicine",16.9
"Behav Med","4",50,"Medicine",19.2
"Behav Med","5+",96,"Medicine",36.8
"Behav Modif","1",37,"Psychology",6.2
"Behav Modif","2",120,"Psychology",20.1
"Behav Modif","3",148,"Psychology",24.8
"Behav Modif","4",106,"Psychology",17.8
"Behav Modif","5+",185,"Psychology",31
"Behav Neurol","1",33,"Neurology",6.5
"Behav Neurol","2",85,"Neurology",16.6
"Behav Neurol","3",75,"Neurology",14.7
"Behav Neurol","4",84,"Neurology",16.4
"Behav Neurol","5+",234,"Neurology",45.8
"Behav Neurosci","1",76,"Neurology",4.6
"Behav Neurosci","2",428,"Neurology",26.2
"Behav Neurosci","3",398,"Neurology",24.3
"Behav Neurosci","4",317,"Neurology",19.4
"Behav Neurosci","5+",417,"Neurology",25.5
"Behav Pharmacol","1",34,"Pharmacology",3.7
"Behav Pharmacol","2",155,"Pharmacology",16.9
"Behav Pharmacol","3",192,"Pharmacology",20.9
"Behav Pharmacol","4",173,"Pharmacology",18.9
"Behav Pharmacol","5+",363,"Pharmacology",39.6
"Behav Processes","1",252,"Behavioral Sciences",14.2
"Behav Processes","2",537,"Behavioral Sciences",30.3
"Behav Processes","3",470,"Behavioral Sciences",26.6
"Behav Processes","4",256,"Behavioral Sciences",14.5
"Behav Processes","5+",255,"Behavioral Sciences",14.4
"Behav Res Methods","1",145,"Behavioral Sciences",11.9
"Behav Res Methods","2",375,"Behavioral Sciences",30.8
"Behav Res Methods","3",270,"Behavioral Sciences",22.2
"Behav Res Methods","4",218,"Behavioral Sciences",17.9
"Behav Res Methods","5+",209,"Behavioral Sciences",17.2
"Behav Res Methods Instrum Comput","1",35,"Psychology",16.1
"Behav Res Methods Instrum Comput","2",85,"Psychology",39.2
"Behav Res Methods Instrum Comput","3",43,"Psychology",19.8
"Behav Res Methods Instrum Comput","4",20,"Psychology",9.2
"Behav Res Methods Instrum Comput","5+",34,"Psychology",15.7
"Behav Res Ther","1",69,"Psychology",3.8
"Behav Res Ther","2",363,"Psychology",20.2
"Behav Res Ther","3",383,"Psychology",21.3
"Behav Res Ther","4",354,"Psychology",19.7
"Behav Res Ther","5+",631,"Psychology",35.1
"Behav Sci (Basel)","1",32,"Psychology",23
"Behav Sci (Basel)","2",30,"Psychology",21.6
"Behav Sci (Basel)","3",29,"Psychology",20.9
"Behav Sci (Basel)","4",18,"Psychology",12.9
"Behav Sci (Basel)","5+",30,"Psychology",21.6
"Behav Sci Law","1",131,"Behavioral Sciences",16.9
"Behav Sci Law","2",213,"Behavioral Sciences",27.4
"Behav Sci Law","3",183,"Behavioral Sciences",23.6
"Behav Sci Law","4",124,"Behavioral Sciences",16
"Behav Sci Law","5+",126,"Behavioral Sciences",16.2
"Behav Sleep Med","1",28,"Medicine",8.3
"Behav Sleep Med","2",41,"Medicine",12.1
"Behav Sleep Med","3",69,"Medicine",20.4
"Behav Sleep Med","4",72,"Medicine",21.3
"Behav Sleep Med","5+",128,"Medicine",37.9
"Behav Ther","1",37,"Psychology",6.2
"Behav Ther","2",120,"Psychology",20
"Behav Ther","3",133,"Psychology",22.2
"Behav Ther","4",101,"Psychology",16.9
"Behav Ther","5+",208,"Psychology",34.7
"Beijing Da Xue Xue Bao","1",37,"Medicine",1.8
"Beijing Da Xue Xue Bao","2",189,"Medicine",9.2
"Beijing Da Xue Xue Bao","3",339,"Medicine",16.6
"Beijing Da Xue Xue Bao","4",321,"Medicine",15.7
"Beijing Da Xue Xue Bao","5+",1160,"Medicine",56.7
"Beilstein J Nanotechnol","1",47,"Unclassified",5.2
"Beilstein J Nanotechnol","2",126,"Unclassified",13.9
"Beilstein J Nanotechnol","3",136,"Unclassified",15
"Beilstein J Nanotechnol","4",143,"Unclassified",15.7
"Beilstein J Nanotechnol","5+",456,"Unclassified",50.2
"Beilstein J Org Chem","1",95,"Chemistry",5
"Beilstein J Org Chem","2",335,"Chemistry",17.8
"Beilstein J Org Chem","3",419,"Chemistry",22.2
"Beilstein J Org Chem","4",367,"Chemistry",19.5
"Beilstein J Org Chem","5+",669,"Chemistry",35.5
"Benefits","1",96,"Health Services",55.5
"Benefits","2",61,"Health Services",35.3
"Benefits","3",12,"Health Services",6.9
"Benefits","4",1,"Health Services",0.6
"Benefits","5+",3,"Health Services",1.7
"Ber Wiss","1",103,"History of Medicine",89.6
"Ber Wiss","2",9,"History of Medicine",7.8
"Ber Wiss","3",2,"History of Medicine",1.7
"Ber Wiss","4",1,"History of Medicine",0.9
"Ber Wiss","5+",0,"History of Medicine",0
"Berl Munch Tierarztl Wochenschr","1",61,"Veterinary Medicine",6.3
"Berl Munch Tierarztl Wochenschr","2",128,"Veterinary Medicine",13.2
"Berl Munch Tierarztl Wochenschr","3",178,"Veterinary Medicine",18.4
"Berl Munch Tierarztl Wochenschr","4",177,"Veterinary Medicine",18.3
"Berl Munch Tierarztl Wochenschr","5+",425,"Veterinary Medicine",43.9
"Best Pract Res Clin Anaesthesiol","1",173,"Anesthesiology",27.9
"Best Pract Res Clin Anaesthesiol","2",238,"Anesthesiology",38.4
"Best Pract Res Clin Anaesthesiol","3",137,"Anesthesiology",22.1
"Best Pract Res Clin Anaesthesiol","4",44,"Anesthesiology",7.1
"Best Pract Res Clin Anaesthesiol","5+",27,"Anesthesiology",4.4
"Best Pract Res Clin Endocrinol Metab","1",237,"Endocrinology",28.8
"Best Pract Res Clin Endocrinol Metab","2",323,"Endocrinology",39.2
"Best Pract Res Clin Endocrinol Metab","3",141,"Endocrinology",17.1
"Best Pract Res Clin Endocrinol Metab","4",65,"Endocrinology",7.9
"Best Pract Res Clin Endocrinol Metab","5+",57,"Endocrinology",6.9
"Best Pract Res Clin Gastroenterol","1",269,"Gastroenterology",27.6
"Best Pract Res Clin Gastroenterol","2",382,"Gastroenterology",39.1
"Best Pract Res Clin Gastroenterol","3",187,"Gastroenterology",19.2
"Best Pract Res Clin Gastroenterol","4",75,"Gastroenterology",7.7
"Best Pract Res Clin Gastroenterol","5+",63,"Gastroenterology",6.5
"Best Pract Res Clin Haematol","1",284,"Hematology",42.7
"Best Pract Res Clin Haematol","2",211,"Hematology",31.7
"Best Pract Res Clin Haematol","3",92,"Hematology",13.8
"Best Pract Res Clin Haematol","4",35,"Hematology",5.3
"Best Pract Res Clin Haematol","5+",43,"Hematology",6.5
"Best Pract Res Clin Obstet Gynaecol","1",319,"Gynecology",31.5
"Best Pract Res Clin Obstet Gynaecol","2",437,"Gynecology",43.1
"Best Pract Res Clin Obstet Gynaecol","3",161,"Gynecology",15.9
"Best Pract Res Clin Obstet Gynaecol","4",44,"Gynecology",4.3
"Best Pract Res Clin Obstet Gynaecol","5+",52,"Gynecology",5.1
"Best Pract Res Clin Rheumatol","1",206,"Rheumatology",24
"Best Pract Res Clin Rheumatol","2",368,"Rheumatology",42.8
"Best Pract Res Clin Rheumatol","3",161,"Rheumatology",18.7
"Best Pract Res Clin Rheumatol","4",73,"Rheumatology",8.5
"Best Pract Res Clin Rheumatol","5+",51,"Rheumatology",5.9
"Bing Du Xue Bao","1",4,"Virology",0.4
"Bing Du Xue Bao","2",80,"Virology",8.9
"Bing Du Xue Bao","3",87,"Virology",9.7
"Bing Du Xue Bao","4",94,"Virology",10.5
"Bing Du Xue Bao","5+",631,"Virology",70.4
"Binocul Vis Strabismus","1",107,"Ophthalmology",48.2
"Binocul Vis Strabismus","2",32,"Ophthalmology",14.4
"Binocul Vis Strabismus","3",26,"Ophthalmology",11.7
"Binocul Vis Strabismus","4",21,"Ophthalmology",9.5
"Binocul Vis Strabismus","5+",36,"Ophthalmology",16.2
"Bioanalysis","1",413,"Chemistry Techniques, Analytical",21.8
"Bioanalysis","2",338,"Chemistry Techniques, Analytical",17.9
"Bioanalysis","3",297,"Chemistry Techniques, Analytical",15.7
"Bioanalysis","4",242,"Chemistry Techniques, Analytical",12.8
"Bioanalysis","5+",601,"Chemistry Techniques, Analytical",31.8
"Biocell","1",12,"Unclassified",6
"Biocell","2",34,"Unclassified",17.1
"Biocell","3",42,"Unclassified",21.1
"Biocell","4",37,"Unclassified",18.6
"Biocell","5+",74,"Unclassified",37.2
"Biochem Biophys Res Commun","1",459,"Biophysics",1.6
"Biochem Biophys Res Commun","2",2348,"Biophysics",8.2
"Biochem Biophys Res Commun","3",3593,"Biophysics",12.5
"Biochem Biophys Res Commun","4",4194,"Biophysics",14.6
"Biochem Biophys Res Commun","5+",18170,"Biophysics",63.2
"Biochem Cell Biol","1",62,"Cell Biology",6.3
"Biochem Cell Biol","2",237,"Cell Biology",24.1
"Biochem Cell Biol","3",172,"Cell Biology",17.5
"Biochem Cell Biol","4",135,"Cell Biology",13.7
"Biochem Cell Biol","5+",376,"Cell Biology",38.3
"Biochem Genet","1",24,"Genetics",2.9
"Biochem Genet","2",73,"Genetics",8.8
"Biochem Genet","3",100,"Genetics",12.1
"Biochem Genet","4",156,"Genetics",18.9
"Biochem Genet","5+",473,"Genetics",57.3
"Biochem J","1",191,"Biochemistry",2.5
"Biochem J","2",748,"Biochemistry",9.7
"Biochem J","3",992,"Biochemistry",12.9
"Biochem J","4",1158,"Biochemistry",15
"Biochem J","5+",4630,"Biochemistry",60
"Biochem Med (Zagreb)","1",44,"Medicine",17.9
"Biochem Med (Zagreb)","2",40,"Medicine",16.3
"Biochem Med (Zagreb)","3",35,"Medicine",14.2
"Biochem Med (Zagreb)","4",31,"Medicine",12.6
"Biochem Med (Zagreb)","5+",96,"Medicine",39
"Biochem Mol Biol Educ","1",476,"Biology",47.8
"Biochem Mol Biol Educ","2",202,"Biology",20.3
"Biochem Mol Biol Educ","3",114,"Biology",11.5
"Biochem Mol Biol Educ","4",84,"Biology",8.4
"Biochem Mol Biol Educ","5+",119,"Biology",12
"Biochem Pharmacol","1",181,"Pharmacology",3.4
"Biochem Pharmacol","2",520,"Pharmacology",9.8
"Biochem Pharmacol","3",680,"Pharmacology",12.9
"Biochem Pharmacol","4",706,"Pharmacology",13.4
"Biochem Pharmacol","5+",3200,"Pharmacology",60.5
"Biochem Res Int","1",11,"Biochemistry",4.9
"Biochem Res Int","2",40,"Biochemistry",17.9
"Biochem Res Int","3",47,"Biochemistry",21
"Biochem Res Int","4",46,"Biochemistry",20.5
"Biochem Res Int","5+",80,"Biochemistry",35.7
"Biochem Soc Symp","1",18,"Biochemistry",15.7
"Biochem Soc Symp","2",31,"Biochemistry",27
"Biochem Soc Symp","3",15,"Biochemistry",13
"Biochem Soc Symp","4",19,"Biochemistry",16.5
"Biochem Soc Symp","5+",32,"Biochemistry",27.8
"Biochem Soc Trans","1",414,"Biochemistry",16.6
